clean_post,polarity,sentiment,affect_label,label_name
one bucket list complete httptcoeuajissvs,0.0,Neutral,0,non-negative affect
happy mothers day,0.572,Positve,0,non-negative affect
ohhhh sonya lowery lets httptcoasrxmdyc,-0.421,Negative,1,high negative affect
team idris elba httptcopbvxaosyg,0.0,Neutral,0,non-negative affect
work employers mental health httptcoqfcgfwryj,0.0,Neutral,0,non-negative affect
beautiful tearing httptcorstudzse,0.599,Positve,0,non-negative affect
shelah marie sharing personal story battle depression brown black girls httptcouiglsme,-0.542,Negative,1,high negative affect
sharing breast cancer awareness httptcofsamrdbbp,-0.382,Negative,1,high negative affect
tuesday feels like thursday evening watching foolishness disclaimer excuse httptcokmzacdpfk,-0.0,Neutral,0,non-negative affect
open see httptcohyvsbaus,0.0,Neutral,0,non-negative affect
may mental health awareness month break silence httptcojkswkrvs,0.0,Neutral,0,non-negative affect
affrm film festival next month httptcoffkaagma,0.494,Positve,0,non-negative affect
good know note use led light httptcojlockrwq,0.44,Positve,0,non-negative affect
enjoy always safe httptcorwvyvpvll,0.727,Positve,0,non-negative affect
im going treadmill httptcowolxjzy,0.0,Neutral,0,non-negative affect
w r e n e two weeks ago diagnosed anxiety depression httpstcokgrmalwlq,-0.66,Negative,1,high negative affect
character shapes effectiveness leadership hand lettering artsy srt timothy sunday morning httpstcovtfvabcikf,0.494,Positve,0,non-negative affect
pray leaders whether agree themand would agree httpstcotqfbkdhk,0.743,Positve,0,non-negative affect
yesterday strong get,0.511,Positve,0,non-negative affect
truth reads truth srt timothy day httpstconlwbfhho,0.557,Positve,0,non-negative affect
started study timothy today excited growth come reads truth httpstcofqcwrnma,0.743,Positve,0,non-negative affect
indeed maybe need miniroad trip summer sometime,0.0,Neutral,0,non-negative affect
hear small things work instantly flashback ridding kc trip windy gap,0.0,Neutral,0,non-negative affect
worst last drop means gone pour coffee snob morning thursday httpstcolwrhzhjwt,-0.848,Negative,1,high negative affect
thankful sweet friends jesus put life get listen lives expose httpstcoeffdacfpzg,0.848,Positve,0,non-negative affect
mostly im ready hammock time sweet wonderful friends,0.906,Positve,0,non-negative affect
great day game quidditch looks like voldemort id crashing party though httpstcolcwmuabtsa,0.852,Positve,0,non-negative affect
r u ive stuff lately ive really wrestling im httpstconodegjbh,0.0,Neutral,0,non-negative affect
coffee conversations sweet beautiful love moon httpstcoblonpkt,0.902,Positve,0,non-negative affect
rt great gatsby httptcokipglthiq,0.625,Positve,0,non-negative affect
sometimes plan go camping weather disagrees instead sleepover make httpstcoadyrmqpyw,-0.318,Negative,1,high negative affect
happy birthday beautiful sweet friend mine im thankful time working httpstcohsiylyde,0.955,Positve,0,non-negative affect
true,0.421,Positve,0,non-negative affect
rt id also like take moment say september earth wind fire still best song ever made,0.649,Positve,0,non-negative affect
fail forgot sleepover,-0.542,Negative,1,high negative affect
thursdays recipe happy pop mountain dew baja blast chocolate dont judge almost friday,0.572,Positve,0,non-negative affect
jesus give patience strength today,0.494,Positve,0,non-negative affect
read card,0.0,Neutral,0,non-negative affect
feels better already knowing whats wrong thankful community past weeks guys rock harder acdc,0.542,Positve,0,non-negative affect
sometimes life surprises sends epic things terrible days thank jesus thankful,0.612,Positve,0,non-negative affect
lab work normal want answer,0.077,Positve,0,non-negative affect
youre tired cant fall asleep obnoxious need sleep tired,-0.514,Negative,1,high negative affect
rt everyday fail practice kind behavior expect people cslewis mere christianity,-0.026,Neutral,0,non-negative affect
rt pasta tonight creamy sundried mediterranean chicken rotine noodles httptcodsiuywdga,0.0,Neutral,0,non-negative affect
meanthey golden,0.0,Neutral,0,non-negative affect
,0.0,Neutral,0,non-negative affect
two days,0.0,Neutral,0,non-negative affect
today im thankful friends hammocking accessories dont willing loan httpstcomcorstvp,0.778,Positve,0,non-negative affect
u r r faith story even written moment httpstcofcisobhkoq,0.421,Positve,0,non-negative affect
rt killing sin daily killing john owen,-0.925,Negative,1,high negative affect
rt looking adventure visit boulder colorado chaco travels httptcomgqwxj httptcojnywtycmj,0.318,Positve,0,non-negative affect
rt cause whats prom without httptcoeddogvjklh,0.0,Neutral,0,non-negative affect
rt get slow clap hammock season httptcodbfxopdbnb,0.0,Neutral,0,non-negative affect
glad people get coffee rainy spring morning today thankful friend love,0.93,Positve,0,non-negative affect
rt dream girl pushed line starbucks punched nose thats white girl dream dont kn,0.459,Positve,0,non-negative affect
l e n g g ive held onto lot months events couldnt forgive httpstcoxnjxuuds,-0.206,Negative,1,high negative affect
caved morning httptcozgoikcnq,0.0,Neutral,0,non-negative affect
rt fact hammocks make u happierur laughs bigger read fact book happy friday yall abby sebastian http,0.784,Positve,0,non-negative affect
ive got idea lets go get bread finest still favorite shes singing random things,0.459,Positve,0,non-negative affect
bud,0.0,Neutral,0,non-negative affect
two days since last coffee coffee holics anonymous,0.0,Neutral,0,non-negative affect
rt would expect young men would rise occasion assume theyre guys let em waste life,-0.421,Negative,1,high negative affect
rt happy moment desire crosses heavenly father cslewis,0.886,Positve,0,non-negative affect
hope stronger fear,0.318,Positve,0,non-negative affect
student employee year copy center goes one,0.0,Neutral,0,non-negative affect
im also thankful wlm hk two lovely ladies came life could httpstcodwgukmc,0.818,Positve,0,non-negative affect
im thankful people like fellow leaders httpstcozivjiwujl,0.735,Positve,0,non-negative affect
god big guys bigger problems earth whatever might httpstcomsuhefmg,-0.153,Negative,1,high negative affect
ill everyone know havent coffee yet today almost noon saying addicted,-0.421,Negative,1,high negative affect
heard one roommates say like least times one sentence seriously english,0.273,Positve,0,non-negative affect
rt agreed forgiveness beautiful idea practice cslewis,0.796,Positve,0,non-negative affect
cant believe year blast blast wlm hk pic stitch httpstcoobekdormr,0.0,Neutral,0,non-negative affect
one year ago journey began never knew challenges would come friendships httpstcobfkwjufr,0.335,Positve,0,non-negative affect
found new hammocking friends park today gotta start em young httpstcoficyagtpq,0.477,Positve,0,non-negative affect
youll grow like,0.361,Positve,0,non-negative affect
enemys invisible dont know fight,0.292,Positve,0,non-negative affect
im gonna burn house ugly brack,-0.511,Negative,1,high negative affect
counterattack,0.0,Neutral,0,non-negative affect
goldentachi,0.0,Neutral,0,non-negative affect
lol spl drow,0.421,Positve,0,non-negative affect
lime,0.0,Neutral,0,non-negative affect
rt pbe preview warring kingdoms garen splash art httpstconlpxclfal,-0.44,Negative,1,high negative affect
rt pbe preview heartseeker quinn splash art httpstconrgdpqkto,0.0,Neutral,0,non-negative affect
cant see,0.0,Neutral,0,non-negative affect
arrow,0.0,Neutral,0,non-negative affect
lux new meta vs httpstcouesqeguda,0.0,Neutral,0,non-negative affect
lvoe much im gonna cry httpstcohxepjihh,-0.477,Negative,1,high negative affect
rt katherine mcnamara touch destiny httpstcovnlbbsuhm httpstcourekvlimu,0.0,Neutral,0,non-negative affect
kat thsi,0.0,Neutral,0,non-negative affect
scream hurt even tho upbeat music made everything seem fun,-0.421,Negative,1,high negative affect
followed closely studying scene shows shes using system ok dont reaos n,0.296,Positve,0,non-negative affect
dont go anymore stiles malias best scene still basement scene thank u goodnight dont reason,0.772,Positve,0,non-negative affect
dont knwo editing term space part im dead,-0.649,Negative,1,high negative affect
amazing httpstcoxwyrmaa,0.586,Positve,0,non-negative affect
also ive literally never wanted physically fight someone much want fight almost happened tonight,0.567,Positve,0,non-negative affect
popping say got hurl cup water step sister get trouble thats awesome,0.34,Positve,0,non-negative affect
dont time work watch trailer httpstcoqxyaajx,0.0,Neutral,0,non-negative affect
spoilers r ight ass gone sapce,-0.542,Negative,1,high negative affect
let saved also saves httpstcoydjho,0.421,Positve,0,non-negative affect
fuvkgkkg httpstcoqjzszwh,0.0,Neutral,0,non-negative affect
cute httpstconpeyxurdl,0.459,Positve,0,non-negative affect
shows dont watch arrow even death disrespect,-0.772,Negative,1,high negative affect
god cant even properly resurrect laurel keep name legacy ur grubby hands let katie things,0.273,Positve,0,non-negative affect
isntthe black canaryomgthis literally hard understand,-0.103,Negative,1,high negative affect
possibly true dc universe origins kill expect somehow fill shoes someone,-0.44,Negative,1,high negative affect
shit hard ga show without bc knew kill,-0.068,Negative,1,high negative affect
isastounding httpstcohvqlbsw,0.0,Neutral,0,non-negative affect
dinah laurel lance black canary fucking mantle handed whomever httpstcodhyqyrvq,0.0,Neutral,0,non-negative affect
whose daughter omg httpstcomwjshxuki,0.0,Neutral,0,non-negative affect
fox tca panels today wanna know pitch getting announce either way fox,0.0,Neutral,0,non-negative affect
rt fun day fam thank tca tca httpstcouglmacls,0.7,Positve,0,non-negative affect
u think im kidding,0.103,Positve,0,non-negative affect
rt malia cant inhale without entire life bein shit httpstcoydvnyhgmfg,-0.557,Negative,1,high negative affect
rt almsot snorted soda nose h ate httpstcozoucigzqx,0.0,Neutral,0,non-negative affect
shut im returning idea bc dont fuck w saturn httpstcodwubaqkty,0.431,Positve,0,non-negative affect
love stanning legends httpstcojisheeccmi,0.637,Positve,0,non-negative affect
wow thanks httpstcoiyrghpfche,0.772,Positve,0,non-negative affect
god vine shouldve ended sa w httpstcoarjqignz,0.273,Positve,0,non-negative affect
powerful ethereal honeys world showfandom didnt deserve httpstconfxytdfs,0.421,Positve,0,non-negative affect
go cl one kicked ass even love eating good,0.557,Positve,0,non-negative affect
rt vine rejuvenated cleared skin watered crops raised gpa first saw httpstcoibiqgyocn,0.103,Positve,0,non-negative affect
best character entire fuckign garbage show yall hear httpstcoemnpmnqewf,0.637,Positve,0,non-negative affect
amazing httpstcojcbsbhyw,0.586,Positve,0,non-negative affect
posting one bc want post companion vin e httpstcojtjzybhyo,0.077,Positve,0,non-negative affect
stop cut e makes feel like birthday omg love u person,0.527,Positve,0,non-negative affect
rt psa best birthday present ever wonderful human know,0.836,Positve,0,non-negative affect
mutuals murder mayb e probably,-0.691,Negative,1,high negative affect
starting reason reaso n bisexual thank u httpstcogkjtokiyj,0.361,Positve,0,non-negative affect
big fan threads let make one favorit e vines hello,0.318,Positve,0,non-negative affect
hey th e fukc httpstcomjhwchpz,0.0,Neutral,0,non-negative affect
amie peep,0.0,Neutral,0,non-negative affect
ohhh wow wow httpstcowtdsoazzn,0.823,Positve,0,non-negative affect
whatdoesitmeanmp httpstcotgwwduk,0.0,Neutral,0,non-negative affect
whatever,0.0,Neutral,0,non-negative affect
shy ufkck,-0.25,Negative,1,high negative affect
oh thank god httpstcobctuulay,0.557,Positve,0,non-negative affect
also im oh go httpstcokxqqgdkjk,0.0,Neutral,0,non-negative affect
rt chris pine vs cannot believe httpstcosuxwepeqz,0.0,Neutral,0,non-negative affect
man chris life httpstcohzbxfqiat,0.0,Neutral,0,non-negative affect
rt tell isnt true httpstcodweefow,-0.325,Negative,1,high negative affect
rt president obama ends years office message helped get obama farewell httpstc,0.0,Neutral,0,non-negative affect
rt thank everything last ask first im asking believenot ability create change,0.71,Positve,0,non-negative affect
rt theo die good already aint shit,0.232,Positve,0,non-negative affect
like glorify politicians im really gonna miss obamas wish best thanks u guys done,0.934,Positve,0,non-negative affect
rt great vice president bargain gained brother httpst,0.818,Positve,0,non-negative affect
rt stands front car next week cant leave chains column white house yall goi,0.038,Neutral,0,non-negative affect
rt tears thank mr president obama farewell,0.153,Positve,0,non-negative affect
ok ill meet u,-0.153,Negative,1,high negative affect
im right,0.0,Neutral,0,non-negative affect
rt missed honorable gentleman led served country awe humility,0.318,Positve,0,non-negative affect
rt something needs fixing lace shoes organizing show dive stay president obama pl,0.0,Neutral,0,non-negative affect
rt dont get started im going miss obamas nicest family earth,0.382,Positve,0,non-negative affect
rt noah fence hes delicious sheena httpstcoogaafyimj,0.572,Positve,0,non-negative affect
rt stan twitter httpstcoknlpuzjkn,0.0,Neutral,0,non-negative affect
also sent u stuff dms ily,0.66,Positve,0,non-negative affect
rt dont knnnoooooooowwwww httpstcossmwqoub,0.0,Neutral,0,non-negative affect
god iconic,0.273,Positve,0,non-negative affect
rt u academically successful ur mental health got way ur education amp ull never able achieve w,0.586,Positve,0,non-negative affect
rt much pretty face httpstcobnfkts,0.494,Positve,0,non-negative affect
rt look bumped last night family httpstcomttgdaro,0.0,Neutral,0,non-negative affect
rt shes literally princess httpstcoubatcdjasy,0.0,Neutral,0,non-negative affect
fairytales general lore also athe neverland arc best season thank u,0.772,Positve,0,non-negative affect
im scrmeaingng peter pan one favorite fairytales loved neverland arc wow im hyped,0.893,Positve,0,non-negative affect
oh god wow httpstcopdwplccenl,0.71,Positve,0,non-negative affect
im hinestly shook,-0.103,Negative,1,high negative affect
wodkdj actual dad fuvkfj,0.0,Neutral,0,non-negative affect
ed created stitchers tech woowwow,0.25,Positve,0,non-negative affect
kirsten yes,0.402,Positve,0,non-negative affect
made us kale tarragon breakfast smoothies agsjdjsh whose man,0.0,Neutral,0,non-negative affect
whatin world jsut happened,0.0,Neutral,0,non-negative affect
intense,0.077,Positve,0,non-negative affect
whatever see youre alone im already httpstcosqnxhgvben,-0.25,Negative,1,high negative affect
captains log stardate bye,0.0,Neutral,0,non-negative affect
actually theres much im jsut bright lfmaofoos,0.44,Positve,0,non-negative affect
theres much science jargon im afraid ill forget process works time actually get,-0.572,Negative,1,high negative affect
oh wow cameron kirsten bickering much cant wait till become willing die,-0.026,Neutral,0,non-negative affect
oh lines know maria loves see type shining,0.572,Positve,0,non-negative affect
cute,0.459,Positve,0,non-negative affect
omg shes like busta rhymes spittin numberstimes,0.361,Positve,0,non-negative affect
oht hatsnot dad,0.0,Neutral,0,non-negative affect
dont get phone call everyone know either dead hates httpstcorayqowdhk,-0.802,Negative,1,high negative affect
oh thats cute omg,0.459,Positve,0,non-negative affect
kirsten dont gaf anythijf one person shes blazing love,0.637,Positve,0,non-negative affect
hear emmas accent little cute first seasons shows australians let accent slip,0.403,Positve,0,non-negative affect
wow shes grilling dude good,0.772,Positve,0,non-negative affect
truly bamboozled,0.103,Positve,0,non-negative affect
leaving flashback kirsten hate dad bad,-0.802,Negative,1,high negative affect
dishes left sink isnt agsjsns,0.0,Neutral,0,non-negative affect
kirsten pretty knew going wow,0.791,Positve,0,non-negative affect
bomb wne,-0.494,Negative,1,high negative affect
woah stitching trippy feel like im going slow mo,0.361,Positve,0,non-negative affect
happeninf,0.0,Neutral,0,non-negative affect
literally impulse control points feel like fucking text post guy cutting sleeves,0.25,Positve,0,non-negative affect
u shouldnt watch anything u gotta u catch show ur behind also httpstcodpoopo,0.0,Neutral,0,non-negative affect
hate spider wont ok,-0.68,Negative,1,high negative affect
hate picture love u good day tomorrow,0.527,Positve,0,non-negative affect
honestly never liked wish woke enough real reasons alisonyikes,-0.151,Negative,1,high negative affect
aria always,0.0,Neutral,0,non-negative affect
go vine dead im sad,-0.813,Negative,1,high negative affect
hello would die lightwood siblings httpstcorxjhzybch,-0.599,Negative,1,high negative affect
said earlier thank u knwo,0.361,Positve,0,non-negative affect
name allie maria,0.0,Neutral,0,non-negative affect
u mean loved ass pants,0.103,Positve,0,non-negative affect
rt fictional character youd someones fave theyd love everything hate see,0.527,Positve,0,non-negative affect
leave baseball pants alone,-0.296,Negative,1,high negative affect
rt one million love httpstcoxpnfzxlvv,0.637,Positve,0,non-negative affect
yall lily cute wish tmi fandom wasnt annoying hell,0.884,Positve,0,non-negative affect
well httpstcorinivvu,0.273,Positve,0,non-negative affect
still screaming httpstcodzinfiu,-0.382,Negative,1,high negative affect
matt dom actually like theyre fuckignn funny love,0.863,Positve,0,non-negative affect
rt nope jace shadow hunters chat httpstcocbsazzde,0.0,Neutral,0,non-negative affect
rt izzy clary shadow hunters httpstconvggnlx,0.0,Neutral,0,non-negative affect
rt thought safe look back tv shadow hunters chat https,0.44,Positve,0,non-negative affect
isaiah fuckkgn funny god,0.612,Positve,0,non-negative affect
rt thanks needed cant friends clary needs hug shadow hunters chat httpstco,0.534,Positve,0,non-negative affect
idk ill like lilithe purest tm,-0.178,Negative,1,high negative affect
idk ill like lilithe purest tm,-0.178,Negative,1,high negative affect
u look radiant happy,0.778,Positve,0,non-negative affect
rt look like happiest dolphin got human day part world eeee eeee e tca httpstcowfpkiieu,0.772,Positve,0,non-negative affect
rt last night got tell much love work stared kristen wiig,0.637,Positve,0,non-negative affect
rt partying night golden globes remember work next day httpstcoz,0.382,Positve,0,non-negative affect
would famous thank u using ur powers good lili httpstcognctvmosrq,0.66,Positve,0,non-negative affect
also thing australians im noticing,0.0,Neutral,0,non-negative affect
lrt god adore keiynan hes precious,0.856,Positve,0,non-negative affect
rt httpstcomtfiuwrbip muscles matter challenge httpstcojalkabjnq,0.103,Positve,0,non-negative affect
shut fuvk,0.0,Neutral,0,non-negative affect
let write tho find later thank u,0.361,Positve,0,non-negative affect
hate yall httpstcoyygkdfspfv,-0.572,Negative,1,high negative affect
thank u ill keep eyes open watch,-0.077,Negative,1,high negative affect
part lemonade mouth,0.0,Neutral,0,non-negative affect
rt concept httpstcowlmomxuenq,0.0,Neutral,0,non-negative affect
theo monroe say bet,0.0,Neutral,0,non-negative affect
feel attacked right httpstcokpbshjwqe,-0.459,Negative,1,high negative affect
watch bc ive wanting love shelley u,0.637,Positve,0,non-negative affect
justseems like one shed tbh,0.361,Positve,0,non-negative affect
rt goign fly texas yell yoru face httpstcowhzganrd,0.0,Neutral,0,non-negative affect
u get meme kira bc honestly httpstcoejcedvnxwu,0.459,Positve,0,non-negative affect
slash kieranverena thank u,0.103,Positve,0,non-negative affect
also jamielandon probably,0.0,Neutral,0,non-negative affect
point theres actual point continuing love madison wanted indirects bye,0.637,Positve,0,non-negative affect
ok im thinking thought madisons name sailormadison bc really liked watersailing httpstcovoehmimcy,0.648,Positve,0,non-negative affect
also think laurelfelicity bc madisons video thanks lot,0.44,Positve,0,non-negative affect
hell amberle eretria thank u httpstcoikyqjrpp,-0.477,Negative,1,high negative affect
rt katherine mcnamara obsessee check full feature instagram httpstcoduzdev photos fe,0.0,Neutral,0,non-negative affect
sun httpstcomlygfekvw,0.0,Neutral,0,non-negative affect
rt love interesting faces sketch min httpstcosgqmsgyo,0.784,Positve,0,non-negative affect
gag isidk many drake songs lowkey legit question,-0.34,Negative,1,high negative affect
rt actually future httpstcokbdycas,0.0,Neutral,0,non-negative affect
ok u took joke made funnier,0.727,Positve,0,non-negative affect
drake song,0.0,Neutral,0,non-negative affect
online everyone know lvoe u mcuchh,0.0,Neutral,0,non-negative affect
happy st birthday love life u ethereal amp wonderful amp deserve best life hope today amazing,0.974,Positve,0,non-negative affect
fuckign walked work shirt inside ive like hour godonfight today cancelled,0.128,Positve,0,non-negative affect
rt imagine people like stopped erasing kj apa bob morley amp cody christians heritage httpstcopnuoc,0.153,Positve,0,non-negative affect
rt modern day audrey hepburn golden globes httpstconthgtty,0.0,Neutral,0,non-negative affect
rt yall eyes glowing literally see happiness eyes im crying httpstcopqywvccjv,0.128,Positve,0,non-negative affect
honey httpstcouogopvoaoa,0.0,Neutral,0,non-negative affect
rt hollywood isnt bubble nexus people world coming together make art white rural americ,0.0,Neutral,0,non-negative affect
rt dream team httpstcoyfrdilart,0.25,Positve,0,non-negative affect
wow adelaide clarke wow honestly robbed shade towards eliza,0.891,Positve,0,non-negative affect
made wanna fuckign talk httpstcoudisbhi,0.0,Neutral,0,non-negative affect
rt line best dressed golden globes clearly starts behind gina rodriguez httpstcooglkbofpo,0.784,Positve,0,non-negative affect
rt daily reminder love legends httpstcozunhkdkmlh,0.637,Positve,0,non-negative affect
lov e man mcuh httpstcosjzpvzatmr,0.0,Neutral,0,non-negative affect
rt god sex scene gonna move mountains httpstcokassv,0.273,Positve,0,non-negative affect
rt bellamy amp clarke httpstcoqifpejmt,0.0,Neutral,0,non-negative affect
thank u know,0.361,Positve,0,non-negative affect
uslide bootleg copy slide,0.0,Neutral,0,non-negative affect
mean depending start might able case cant,0.0,Neutral,0,non-negative affect
us la la land,0.0,Neutral,0,non-negative affect
rt sophie turner golden globes jan httpstcoqqvgirrgx,0.0,Neutral,0,non-negative affect
havegm seen literally never go movies,0.0,Neutral,0,non-negative affect
also blink meghan trainor chainsmokers omg,0.0,Neutral,0,non-negative affect
h gonna houston rodeo wowowooow,0.0,Neutral,0,non-negative affect
definitely looks part give,0.402,Positve,0,non-negative affect
offense bc shes cute emmas voice batb,0.25,Positve,0,non-negative affect
omg fun everyone comes cowboy hats boots wish kidding,0.751,Positve,0,non-negative affect
sam isnt would probably maybe appreciate,0.402,Positve,0,non-negative affect
texansouthern thing u ever see yall rodeo fun,0.511,Positve,0,non-negative affect
literally forget rodeo year lfmakdjkajsj yooooo httpstcoxybnqgzzaq,-0.226,Negative,1,high negative affect
rt welp violating women never gets way white mans career,-0.542,Negative,1,high negative affect
rt heres love lot year also none cast accused sexual assault httpstco,0.316,Positve,0,non-negative affect
rt cute instyle magazine instagram golden globes via instylemagazine ig,0.459,Positve,0,non-negative affect
oh thank yo u deserve thsi much httpstcoxnvrrwvqk,0.361,Positve,0,non-negative affect
rt torrance auditionned part game thrones adelaide auditionned play daenerys tq,0.34,Positve,0,non-negative affect
rt geeking borg life httpstcoprjzzakov,0.0,Neutral,0,non-negative affect
oh shit httpstcolieuuebzcn,-0.557,Negative,1,high negative affect
dylan toowowhe fuckin came cave celebrate shelley tyler httpstcopojkhojmj,0.572,Positve,0,non-negative affect
let take nap work anything interesting happens tca,0.402,Positve,0,non-negative affect
rt selena gomez amp david henrie via instagram story discussing wizards waverly place reunion would like https,0.361,Positve,0,non-negative affect
rt adelaide better cast show soon,0.44,Positve,0,non-negative affect
rt casey cott plays kevin says kevin hands everything thats going romantic relationship ep,0.572,Positve,0,non-negative affect
rt josie amp pussycats wont sing archies original songs cw riverdale archies sugar sugar episo,-0.241,Negative,1,high negative affect
rt kj came room clear us kj apas riverdale casting tca,0.382,Positve,0,non-negative affect
rt archie head aguirresacasa said want live action version sabrina teenaged witch evokes rosemarys bab,-0.296,Negative,1,high negative affect
rt kj apa playing archie knew would big responsibility create best version riverdale tca,0.796,Positve,0,non-negative affect
rt dont panic none cws midseason shows renewed yet zombie riverdale originals decisions wi,0.402,Positve,0,non-negative affect
yeah saw side view video like even torrancemegan torrancerachel annacraig like yall omg,0.735,Positve,0,non-negative affect
rt lili reinhart says chemistry read kj apa said man hope hot new zealander gets tca,0.44,Positve,0,non-negative affect
reign cast kissing con,0.572,Positve,0,non-negative affect
rt lili reinhart declares riverdale breaking bettyveronica binary mr berlanti tear wall,0.0,Neutral,0,non-negative affect
rt lili reinhart says heart betty amp veronica friends complement well,0.637,Positve,0,non-negative affect
rt lili reinhart says betty veronicas friendship important series ageold competition river,0.572,Positve,0,non-negative affect
alright better question didnt kiss con httpstcowigxfrtwy,0.375,Positve,0,non-negative affect
rt imagine thinking story left laurel literally added male laurel lance season,0.0,Neutral,0,non-negative affect
rt riverdale selfie tca httpstcorxgipsicwv,0.0,Neutral,0,non-negative affect
rt everyone riverdale good camila mendes plays veronica lodge one keep eye tca http,0.599,Positve,0,non-negative affect
malso hilarious cw president said point blank shows dying meant time rd agdjdgshzhd,0.402,Positve,0,non-negative affect
feel like fitting pll tw die riverdale rise one feel blessed,0.361,Positve,0,non-negative affect
rt episode numbers renewed shows yet determined may dc shows prob full tca,0.34,Positve,0,non-negative affect
rt im holding hope rebooted darker sabrina teenage witch series tca httpstcolpq,0.103,Positve,0,non-negative affect
dove still want,0.077,Positve,0,non-negative affect
jsut want good roles listen,0.494,Positve,0,non-negative affect
wish lindsey could play hs age bc id totally petition sabrina spellman,0.625,Positve,0,non-negative affect
rt constantine headed httpstcoaqufsvth,0.0,Neutral,0,non-negative affect
amazing httpstcojwabbvrcn,0.586,Positve,0,non-negative affect
rt sabrina teenage witch likely appear archie series riverdale httpstcogbishtwgw scoops days httpstcof,-0.361,Negative,1,high negative affect
rt asked absolutely httpstcotdkgvaqlm,0.0,Neutral,0,non-negative affect
rt remember wait ages season finale hear supergirl renewed upgrade,0.0,Neutral,0,non-negative affect
mood always,0.0,Neutral,0,non-negative affect
instead betraying lucifer would ensure killer would go jail httpstcojhgbwycv,-0.735,Negative,1,high negative affect
omglucifer killed brother protect chloe chloe gave life long dream getting justice fathers death,-0.34,Negative,1,high negative affect
omgwhen lucifer finds god orchestrated chloe meeting hes gonna devastated lmfao im gonna die,-0.511,Negative,1,high negative affect
anyways isnt really news bc context clues confirmed lucifer chloe gonna kiss next episode im gonna die,-0.273,Negative,1,high negative affect
theyre white,0.0,Neutral,0,non-negative affect
go song agsdhsjjs mean httpstcohyeqgdtbo,0.0,Neutral,0,non-negative affect
point seasons,0.0,Neutral,0,non-negative affect
petitions usually dont mean anything tbh obviously still loyal fan base honestly show still quality,0.813,Positve,0,non-negative affect
ok wait pause fuck supernatural still going really deadass serious,-0.436,Negative,1,high negative affect
rt hq pictures one adelaides old photoshoots jordan harvey httpstcotrszxpmcf,0.0,Neutral,0,non-negative affect
think photoshoot lot httpstcogzyokubvho,0.0,Neutral,0,non-negative affect
rt video adelaide dancing cast reign tq httpstcozfcmjwwyh,0.0,Neutral,0,non-negative affect
rt said lots nice things alycia sweet httpstcoavmlpyz,0.7,Positve,0,non-negative affect
rt adelaide really wants come back cora httpstcojxmaymfps,0.0,Neutral,0,non-negative affect
rt talked adelaide cora alycia asked write star wars quote autograph wrote,-0.557,Negative,1,high negative affect
well hello httpstcoqjdjnsduj,0.273,Positve,0,non-negative affect
stop juts post im screaming,-0.586,Negative,1,high negative affect
actually im pretty shocked jtv crazy exgirlfriend lowkey lot bc none ratings spectacular cw dont gaf,-0.128,Negative,1,high negative affect
pretends shocked httpstcobrdafypq,-0.402,Negative,1,high negative affect
started c either carnival,0.0,Neutral,0,non-negative affect
clarify caption bc im still dead inside,-0.649,Negative,1,high negative affect
also,0.0,Neutral,0,non-negative affect
said exact opposite right ok,0.296,Positve,0,non-negative affect
luv dying httpstcovagbpmlb,0.0,Neutral,0,non-negative affect
tyler shelleys party love living,0.784,Positve,0,non-negative affect
rt tyler shelley shelleys birthday party fuckkkkk httpstcobfluqbgm,0.402,Positve,0,non-negative affect
dies maybe wow intense,0.625,Positve,0,non-negative affect
wait actually theres something happened dont wanna spoil bc think worth watching way witch east,-0.153,Negative,1,high negative affect
ok back eps,0.296,Positve,0,non-negative affect
way incorporated toto flying monkeys shook witch east fuckin g ethereal im shook,-0.511,Negative,1,high negative affect
eps apparently released anyways also plays dorothy stunning,0.557,Positve,0,non-negative affect
god ok im watching emerald city show gorgeous like ive gasped many times im even half way first,0.869,Positve,0,non-negative affect
rt happy birthday beautiful soul httpstcowcdabxiw,0.823,Positve,0,non-negative affect
rt happy birthday beautiful soul httpstcowcdabxiw,0.823,Positve,0,non-negative affect
hi yeah,0.296,Positve,0,non-negative affect
ik britt httpstcoqzqclnthvv,0.0,Neutral,0,non-negative affect
rt clarke gave stength face jaha die,-0.599,Negative,1,high negative affect
rt bellamy blake pardoned crimes httpstcorhpbln,0.226,Positve,0,non-negative affect
tbh liked mostly parts gets extra ugly,-0.128,Negative,1,high negative affect
suffering httpstcormzkgiepv,-0.477,Negative,1,high negative affect
oh gdo goooooooodod,0.0,Neutral,0,non-negative affect
rt need ohheuaiajsh itch buchcc got goosebumps,0.0,Neutral,0,non-negative affect
rt raised good better httpstcoxjmokwxu,0.7,Positve,0,non-negative affect
rt ive said bellamy sidelined season hes deadcenter thick,0.0,Neutral,0,non-negative affect
rt hells yes lots,0.402,Positve,0,non-negative affect
rt bellarke actually leaders man getting recognition finally deserves raven every episode adul,0.0,Neutral,0,non-negative affect
rt heroic bellamy back stronger ever,0.735,Positve,0,non-negative affect
rt still firmly believe clarke bellamy others true northand seeing first e,0.421,Positve,0,non-negative affect
rt ghost shell httpstcozgxyezykd,-0.318,Negative,1,high negative affect
rl cackles oh hm god httpstcogqexbghnds,0.273,Positve,0,non-negative affect
omg let wait britt watch part,0.0,Neutral,0,non-negative affect
biggest mood,0.0,Neutral,0,non-negative affect
rt would die raven reyes,-0.599,Negative,1,high negative affect
